_source.consumerRating,_score,_source.votes,_source.regularPrice,_source.tastingDescription,_source.availableUnits,_source.certificates,_source.name,_source.style,_source.subCategory.description,_source.alcoholPercentage,_source.sweetness,_source.countryName,lat,lon,country_code02,country_code03
3.2,0.5958729,5,1500.0,"100 Points, Wine Advocate: ""The 2016 Haut-Brion is blended of 56% Merlot, 37.5% Cabernet Sauvignon and 6.5% Cabernet Franc. Medium to deep garnet-purple colored, the nose is at once profound and arresting, offering drop-dead gorgeous Morello cherries, lilacs and red rose scents with a core of Black Forest cake, warm blackcurrants and blueberry preserves plus wafts of sandalwood and underbrush. Medium-bodied, the elegantly crafted palate is completely packed with intense floral, mineral and cassis-laced flavors with a firm frame of very finely pixelated tannins and seamless freshness, finishing very long and achingly stunning. Drink Date: 2025 - 2070."" (November 2018)
",139,[],PESSAC LEOGNAN - CHATEAU HAUT BRION 2016,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,1800.0,"99+ Points, Wine Advocate: ""Composed of 56.2% Sauvignon Blanc and 43.8% Sémillon, the 2017 Blanc sashays out of the glass with gregarious notions of peach preserves, pineapple tart and orange blossoms with touches of musk perfume, candied ginger and allspice. Medium-bodied, the palate reveals a gorgeous satiny texture with amazing citrus and tropical fruit intensity and a seriously racy backbone carrying the layers to a very long, impactful finish. Give this a few more years to really flaunt its stuff, and I wouldn't be at all surprised if this warrants the full three-digits. Bravo! Drink Date: 2023 - 2050."" (March 2020)
",26,[],PESSAC LEOGNAN - CHATEAU HAUT BRION BLANC 2017,,France Wine,14.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,2,1800.0,"98 Points, James Suckling: ""Dried green mango, kiwi, citrus and green apple on the nose. Essence of grapes. Some stone and flint undertones, too. It's full-bodied and very tight with layers of fruit and phenolics, yet so integrated and polished. It spreads across the palate. Elegance with power. Drink in 2025."" (March 2021)
",22,[],PESSAC LEOGNAN - CHATEAU HAUT BRION BLANC 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.5958729,1,1800.0,"""This is crazy quality. The depth and intensity is really something. It is so compact and powerful with such intensity and density. Energy. So structured. Full-bodied. Layered and superb. Like a great Montrachet from a great vintage, but so Haut Brion. Speechless. Perfect wine.""
100 pts, James Suckling
6 Bottle Limit
",22,[],PESSAC LEOGNAN - CHATEAU HAUT BRION BLANC 2019,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,1200.0,"98 Points, James Suckling: ""This is extremely aromatic and perfumed with crushed-berry, flower, currant and orange-peel character. Full-bodied, very tight and focused with fabulous depth and density that brings you down through the wine. Deep and serious. Very classic wine that reminds me of top Haut-Brions of the mid-1980s. Try after 2025."" (January 2020)
",329,[],PESSAC LEOGNAN - CHATEAU HAUT BRION ROUGE 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.5958729,1,1500.0,"100 Points, Wine Advocate: ""The 2018 Haut-Brion is composed of 49.4% Merlot, 38.7% Cabernet Sauvignon and 11.9% Cabernet Franc. Deep garnet-purple in color, the wine needs a lot of swirling before it begins to release a whole complex melody of notes, one at a time to begin: tilled earth, followed by pronounced licorice, then crushed rocks, then the preserved plums. Eventually, it all comes together into a fascinating crescendo of intense crème de cassis, rose oil, wild blueberries and kirsch notes, giving way to quiet, persistent leitmotif scents of cinnamon stick, truffles and redcurrant jelly. The medium to full-bodied palate delivers all this and more, revealing tightly wound black fruit, red berry and exotic spice layers within a solid, wonderfully plush frame and seamless freshness, finishing with epic length and loads of earth and mineral sparks. Drink Date: 2028 - 2068."" (March 2021)
",345,[],PESSAC LEOGNAN - CHATEAU HAUT BRION ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,1500.0,"""A blend of 48.7% Merlot, 43.2% Cabernet Sauvignon, and 8.1% Cabernet Franc, the 2019 Haut-Brion is deep garnet-purple colored. It needs lots of swirling to begin to unlock beguiling scents of iron ore, Indian spices, roses, wood smoke, and licorice over a core of blueberry preserves, warm cassis, and blackberry pie, plus a an earthy waft of underbrush. The medium to full-bodied palate starts off quiet and grows into a crescendo of black and blue fruits with uplifting floral and earth accents, framed by super-ripe, fine-grained tannins, and finishing with long, lingering, exotic spice sparks.""
100 pts, The Wine Independent
6 Bottle Limit
",214,[],PESSAC LEOGNAN - CHATEAU HAUT BRION ROUGE 2019,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,225.0,"95 Points, Vinous: ""The 2017 Haut-Bailly is racy and polished to the core, with no hard edges and just exceptional beauty. Dark cherry, plum, chocolate, spice, new leather, incense, and grilled herb overtones infuse the 2017 with striking layers of nuance, but it is the wine's feel that really elevates it into the realm of Pessac-Leognan's best. The 2017 is an elegant and exceptionally understated Haut-Bailly. Drinking Window: 2025 - 2042."" (March 2020)
",164,[],PESSAC LEOGNAN - CHATEAU HAUT-BAILLY 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
3.1,0.5958729,7,55.0,"90 Points, Vinous: ""The 2018 La Garde is gorgeous. Dark and virile in the glass, La Garde is also super-polished. Dark blue/purplish fruit, spice, gravel, scorched earth and dried herbs blossom in the glass. The tannins are present, but they are impeccably woven into the wine's frame. Drinking Window: 2022 - 2033."" (March 2021)
",2,[],PESSAC LEOGNAN - CHATEAU LA GARDE ROUGE 2018,,France Wine,14.0,,France,46.603354,1.8883335,FR,FRA
3.2,0.60144746,4,529.0,"95 Points, Wine Advocate: ""The 2007 La Mission Haut Brion should be considered as one of the wines of the vintage, perhaps even outclassing the gaff across the road! It has an ebullient bouquet with vivid dark berry, cold, warm gravel and undergrowth scents that are very complex and beautifully defined. The palate is medium-bodied with very fine tannin, crisp acidity and a very precise structure, with superb tension on the finish. If you are seeking a 2007 Bordeaux, then this would undoubtedly be one of my picks. Drink Date: 2018 - 2040."" (June 2017)
",2,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2007,,France Wine,13.0,0.0,France,46.603354,1.8883335,FR,FRA
3.2,0.5958729,9,1599.0,"100 Points, Wine Advocate: ""The deep garnet colored 2009 La Mission Haut-Brion absolutely sings of warm red and black currants, chocolate-covered cherries, liquid licorice, sassafras and espresso with hint of lilacs, pencil shavings and truffles. Full-bodied, rich, bold and oh-so-decadent in the mouth, the palate is completely packed with black fruit preserves and exotic spice layers, framed by wonderfully velvety tannins and seamless freshness, finishing epically long. Wow! Drink Date: 2020 - 2053."" (March 2019)
",7,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2009,,France Wine,13.0,0.0,France,46.603354,1.8883335,FR,FRA
3.4,0.60144746,7,1599.0,"100 Points, Wine Advocate: ""Deep garnet colored, the 2010 La Mission Haut-Brion has a commanding, profound nose of baked blackberries, boysenberries and warm cassis plus suggestions of candied violets, red roses, chocolate box, cedar chest and smoked meats with a waft of iron ore. Full-bodied, powerful and hedonic, the palate bursts with expressive black fruits and floral sparks, framed by exquisitely ripe, grainy tannins and beautiful freshness, finishing with epic length. A real head-turner, this beauty is already very impressive, but for that full WOW experience I would give it another 3-5 years in bottle to blossom. Drink Date: 2023 - 2070."" (March 2020)
",236,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2010,,France Wine,13.0,0.0,France,46.603354,1.8883335,FR,FRA
2.5,0.60144746,2,599.0,"96 Points, Decanter: ""A more refined expression than in La Chapelle, but I would strongly recommend going for La Chapelle right now. as these tannins remain fairly closed at the moment. Great future ahead, a sculpted and finessed expression of La Mission, classical, with the seductive smoky notes coming out after a few minutes in the glass alongside waves of violet and tobacco."" (February 2021)
",54,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2011,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
2.0,0.5958729,2,450.0,"94 Points, James Suckling: ""The thing that impresses here is the long finish of subtle currant, chocolate and walnut. Full body, silky tannins and a bright finish. Lingers and satisfies. Hints of oyster shell and walnut. Drink or hold."" (February 2016)
",22,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2013,,France Wine,13.0,0.0,France,46.603354,1.8883335,FR,FRA
3.6,0.60144746,3,475.0,"95 Points, Wine Advocate: ""The 2014 La Mission Haut Brion is a blend of 54% Merlot, 1% Cabernet Franc and 45% Cabernet Sauvignon, picked between 15 September and 8 October and raised in 55% new oak. It has retained that engagingly fresh and vibrant bouquet, the bashful nature that it showed in barrel replaced by a more outgoing personality. This is an exquisite bouquet with pure black fruit, cold stone, a touch of black olive and later a suggestion of boysenberry preserve. The palate is still structured and considering that a majority is Merlot, quite masculine. Drink Date: 2024 - 2050."" (March 2017)
",119,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2014,,France Wine,13.0,0.0,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,900.0,"100 Points, James Suckling: ""Rose petals, sandalwood and currants with some plums and fruit tea. Full-bodied, tight and focused. Incredibly straight and minerally. Toned muscles here. Tannic. Traditional and unwavering. Try in 2024."" (February 2018)
",78,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2015,,France Wine,13.0,0.0,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,950.0,"99 Points, Vinous: ""It has a sublime bouquet of blackberries, briar and hints of dark chocolate and rose petals that gain intensity with aeration while maintaining ethereal delineation. It never steps on the accelerator too hard. The palate is medium-bodied with fine tannin. There is still a veneer of new oak that will need to be assimilated over the coming years. This is a deep La Mission that caresses the mouth. Touches of graphite lingering on a finish that fans out gloriously. Drinking Window: 2026 - 2066."" (January 2019)
",193,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION 2016,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,1500.0,"95 Points, Jeb Dunnuck: ""The 2011 La Mission Haut Brion Blanc is a beauty! Giving up a medium gold color and exotic notes of lychee nut, pineapple, honeysuckle, and marmalade, this beauty hits the palate with full-bodied richness, a sexy, rounded, decadent texture, and vibrant acidity. The blend is 73% Semillon and 27% Sauvignon Blanc, and it should continue drinking beautifully for a least a decade."" (February 2018)
",35,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION BLANC 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,1500.0,"""Much more Semillon-based compared to its stablemate, the Haut-Brion Blanc, the 2019 Château La Mission Haut-Brion Blanc is 70% Semillon and 30% Sauvignon Blanc. It's a much more subdued, classic Semillon, offering ripe peach, honeyed lime, sappy herbs, and chalky mineral nuances that show even more on the palate. Rich, layered, and medium to full-bodied, it's another blockbuster of a white from this estate that has everything you could want from a Bordeaux Blanc. It opens up beautifully with time in the glass, is flawlessly balanced, and just a thrill a second. It should evolve for 20-30 years as well.""
98 pts, Jeb Dunnuck
6 Bottle Limit
",30,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION BLANC 2019,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,750.0,"96+ Points, Wine Advocate: ""Composed of 56% Merlot, 4.4% Cabernet Franc and 39.6% Cabernet Sauvignon, the deep garnet-purple colored 2017 La Mission Haut-Brion is a little reticent on the nose to begin, slowly unfurling to reveal notes of crushed blackcurrants, Black Forest cake and Morello cherries with suggestions of cigar box, pencil shavings, charcoal and fertile loam. Medium-bodied, the palate has fantastic intensity with loads of mineral layers and a rock-solid line of firm, grainy tannins, finishing very long and with great energy. Drink Date: 2023 - 2057."" (March 2020)
",290,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION ROUGE 2017,,France Wine,14.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.60144746,0,800.0,"100 Points, Jeb Dunnuck: ""Although it emerges from a similar terroir and the same winemaking team, the 2018 Château La Mission Haut-Brion is a dramatically different wine than the Haut-Brion and has a more concentrated, dense, powerful style that is all potential at this point. Dense purple-hued, with lots of crème de cassis, black cherries, smoked meats, lead pencil, graphite, and crushed stone aromatics, it hits the palate with full-bodied richness, a concentrated mid-palate, masses of ripe tannins, integrated acidity, and one hell of a finish. This blockbuster, backward, monster of a La Mission Haut-Brion needs to be forgotten for a good decade (or more) but is going to be just about immortal."" (November 2020)
",226,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,800.0,"""The 2019 Château La Mission Haut-Brion is Merlot-dominated, checking in as 53% Merlot, 40% Cabernet Sauvignon, and the rest Cabernet Franc. It's a more opulent wine compared to Haut-Brion, and the Merlot is front and center here, with ripe, sexy black cherry and redcurrant fruits as well as licorice, scorched earth, cedar pencil, and graphite aromas and flavors. Rich, exuberant, and straight up sexy on the palate, it's full-bodied, has a deep, layered mid-palate, building tannins, and a heavenly finish. Just a prodigious, powerful, off-the-charts expression of this terroir, it actually reminds me slightly of the 2005 (or 1998?) with its mix of sexiness and opulence. This is one of the few 2019s that will make your eyes roll back in your head. It will need 10-15 years of cellaring, but it's a sensational wine on every level and will have 40+ years of prime drinking.""
100 pts, Jeb Dunnuck
6 Bottle Limit
",222,[],PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION ROUGE 2019,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
4.0,0.60144746,1,75.0,"93 Points, Vinous: ""The 2017 Latour-Martillac Blanc has a well defined bouquet, quite effervescent with scents of orange blossom, citrus lemon and subtle granite aromas. The palate is well balanced with a fine bead of acidity, fresh and saline in the mouth with a precise, not flamboyant but ""correct"" finish that should evolve into something even more interesting with bottle age. This is the insiders' choice - just superb. Drinking Window: 2023 - 2040."" (February 2020)
",5,[],PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC BLANC 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
4.0,0.60144746,3,80.0,"94 Points, Wine Enthusiast: ""Rich with great fruits and structure, this wood-aged wine brings out the crisp texture of Sauvignon Blanc while having a creamy character and light toastiness. The wine is ready to age, so wait until 2023."" (May 2021)
",26,[],PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC BLANC 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,80.0,"94 Points, Vinous: "" The 2017 Latour-Martillac is a dark, powerful wine with a ton of Cabernet Sauvignon savoriness, depth and structure. Black cherry, graphite, spice, leather, lavender and menthol infuse the 2017 with striking character and power. The 2017 is a serious, at times stubborn, wine that needs time to soften. Even in the early going, though, it is impressive. Drinking Window: 2025 - 2042."" (March 2020)
",32,[],PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC ROUGE 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,90.0,"93+ Points, Wine Advocate: ""Deep garnet-purple in color, the 2018 Latour Martillac comes barreling out of the glass with bold notes of baked blackberries, plum preserves and redcurrant jelly, plus suggestions of garrigue, pencil shavings and menthol with a waft of tree bark. Medium to full-bodied, the palate has a sturdy frame of firm, grainy tannins and just enough freshness to support the generous fruit, finishing long and earthy. Drink Date: 2024 - 2044."" (March 2021)
",8,[],PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
3.0,0.5958729,1,90.0,"93+ Points, Wine Advocate: ""Deep garnet-purple in color, the 2018 Latour Martillac comes barreling out of the glass with bold notes of baked blackberries, plum preserves and redcurrant jelly, plus suggestions of garrigue, pencil shavings and menthol with a waft of tree bark. Medium to full-bodied, the palate has a sturdy frame of firm, grainy tannins and just enough freshness to support the generous fruit, finishing long and earthy. Drink Date: 2024 - 2044."" (March 2021)
",50,[],PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.60144746,0,90.0,"""I loved the 2019 Château Latour-Martillac, and I under-rated it from barrel. Revealing a dense ruby/plum color as well as a gorgeous bouquet of blackcurrants, black cherry, smoked tobacco, gravely earth, and chocolate, it hits the palate with full-bodied richness, a round, layered mouthfeel, supple tannins, and one heck of a finish. It's beautifully done and will cruise for 25+ years in cold cellars.""
96 pts, Jeb Dunnuck
",17,[],PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC ROUGE 2019,,France Wine,14.5,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,170.0,"96 Points, Vinous: ""One of the real highlights of the vintage, the 2017 Les Carmes Haut-Brion possesses off the charts aromatic intensity and tremendous depth. An exotic mélange of sweet tobacco, menthol, rose petal, licorice, dried herbs and sweet dark fruit builds in a wine endowed with extraordinary beauty. Energetic and vibrant to the core, Les Carmes Haut-Brion was magnificent on the three occasions I have tasted it so far. Don't miss it. Drinking Window: 2025 - 2047."" (March 2020)
",31,[],PESSAC LEOGNAN - CHATEAU LES CARMES HAUT BRION 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.60144746,0,122.99,"96 Points, James Suckling: ""Attractive, fresh-lemon and grassy nuances with wild herbs and slightly flinty elements, too. The palate has such intense and fresh acidity. Fine lemons and limes and a thrillingly dry, long finish."" (January 2020)
",1,[],PESSAC LEOGNAN - CHATEAU MALARTIC LAGRAVIERE BLANC 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,120.0,"96 Points, James Suckling: ""Attractive, fresh-lemon and grassy nuances with wild herbs and slightly flinty elements, too. The palate has such intense and fresh acidity. Fine lemons and limes and a thrillingly dry, long finish."" (January 2020)
",51,[],PESSAC LEOGNAN - CHATEAU MALARTIC LAGRAVIERE BLANC 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,125.0,"95 Points, Vinous: ""The 2018 Malartic Lagravière is every bit as compelling as it was en primeur. Inky dark fruit, dried herbs, licorice, lavender and chocolate are all kicked up in this sumptuous Pessac-Léognan. Soft curves and silky tannins add to the wine's considerable appeal. The 2018 is undeniably flashy and alluring, I loved it. Drinking Window: 2025 - 2038."" (March 2021)
",54,[],PESSAC LEOGNAN - CHATEAU MALARTIC LAGRAVIERE ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.60144746,0,65.0,"93 Points, Vinous: ""The 2017 Olivier Blanc has turned out beautifully. Orchard fruit, mint almonds and dried flowers all open up effortlessly. A wine of notable character and complexity, the 2017 Blanc is such a pleasant surprise. Varietal Sauvignon Blanc notes drive this tasty dry white. Drinking Window: 2020 - 2025."" (March 2020)
",81,[],PESSAC LEOGNAN - CHATEAU OLIVIER BLANC 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
3.3,0.5958729,3,70.0,"92 Points, Wine Advocate: ""With a fair bit of swirling, Olivier's 2018 Blanc leaps from the glass with energetic notes of fresh grapefruit, ripe pears and pineapple, plus hints of lime blossoms and dill seed with a waft of wet pebbles. The medium-bodied palate is elegantly styled with intense citrus and tropical fruit flavors, marked by a racy backbone, finishing refreshingly steely. Drink Date: 2022 - 2030."" (March 2021)
",253,[],PESSAC LEOGNAN - CHATEAU OLIVIER BLANC 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,75.0,"""The 2019 Olivier Blanc exhibits aromas of waxy pear, white flowers, grapefruit zest and Sauvignon botanicals, followed by a medium to full-bodied, tangy and incisive palate with a delicately textural attack, fine concentration at the core and a long, saline finish. This is a racier, more tightly wound white Bordeaux that should drink well for a decade. Drink Date: 2021 - 2031.""
92 pts, Wine Advocate
",21,[],PESSAC LEOGNAN - CHATEAU OLIVIER BLANC 2019,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
3.1,0.5958729,6,75.0,"95 Points, Wine Enthusiast: ""This estate dating to the 12th century is enjoying a new era with recent releases, including this. The wine is dense and structured, packed with dark plum-skin flavors and rich tannins. It has a promising future and shouldn't be drunk before 2025."" (May 2021)
",139,[],PESSAC LEOGNAN - CHATEAU OLIVIER ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,75.0,"""The fortified chateau dating to the 12th century is now the home of the Bethmann family. This latest release indicates the high quality the estate now produces. Rich in tannins and with a dense structure, the wine is full of juicy acidity. The texture and dry core promise aging. Drink from 2026.""
95 pts, Wine Enthusiast
",206,[],PESSAC LEOGNAN - CHATEAU OLIVIER ROUGE 2019,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,225.0,"99 Points, Jeb Dunnuck: ""Coming from 66% Cabernet Sauvignon, 30% Merlot, and the rest Cabernet Franc brought up in 60% new French oak, the 2018 Château Pape Clement from Bernard Magrez is a gorgeous wine that's performing even better from bottle than barrel, which is always a good sign. Deep ruby/purple, with stunning crème de cassis and blackberry fruits as well as kaleidoscope-like notes of graphite, scorched earth, smoke, violets, and spring flowers, it offers full-bodied richness yet stays light on its feet, graceful, and almost ethereal on the palate, with integrated acidity and building yet seamless tannins. The Cabernet Sauvignon really sings at this point, and there's almost a Médoc-like regalness here. Reminding me of a slightly more elegant 2005 (it also has similarities to the 2016), it will benefit from 4-6 years in the cellar and keep for 30+ years."" (March 2021)
",2,[],PESSAC LEOGNAN - CHATEAU PAPE CLEMENT ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,260.0,"97+ Points, Wine Advocate: ""The 2017 Blanc prances out of the glass with pretty, cheerful scents of fresh green apples, lemongrass, lime leaves and white peaches plus spicy touches of fresh ginger, coriander seed and white pepper. Medium-bodied, the palate has fantastic intensity and tension, with a racy backbone cutting through the tightly knit citrus and spice layers, finishing long and mineral laced. Drink Date: 2024 - 2053."" (March 2020)
",35,[],PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE BLANC 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,280.0,"98 Points, Jeb Dunnuck: ""The Grand Vin 2018 Château Smith Haut Lafitte Blanc ratchets everything up a notch, offering a vividly fresh bouquet of crushed citrus, salty minerality, caramelized grapefruit, acacia flowers, and toast. It's rich, medium to full-bodied, and racy on the palate, with bright acidity, yet it still brings beautiful concentration of fruit as well as length on the finish. This is a brilliant white in every way. Give bottles another year or three and enjoy over the following 10-15. I suspect it will evolve well beyond that as well."" (March 2021)
",45,[],PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE BLANC 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,280.0,"""One of my favorite whites from the region is the 2019 Château Smith Haut Lafitte Blanc, which is mostly Sauvignon Blanc blended with a splash of Sauvignon Gris and Semillon. Textbook notes of honeyed lemon, melon, caramelized grapefruit, and orange blossom give way to a medium to full-bodied, ripe, seamless white that brings solid richness as well as a lively, racy quality that keeps you coming back to the glass. Drink this beautiful white over the coming 15-20 years. Best After 2022.""
96 pts, Jeb Dunnuck
",14,[],PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE BLANC 2019,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,250.0,"99 Points, Jeb Dunnuck: ""The 2018 Château Smith Haut Lafitte is based on 60% Cabernet Sauvignon, 34% Merlot, and the balance Cabernet Franc and Petit Verdot, all of which was brought up in 60% new French oak. Its dense purple color is followed by an incredible perfume of blackcurrants, blueberries, camphor, scorched earth, chocolate, and tobacco. It's young and unevolved, yet the purity is off the charts, and it slowly gives up more spice and floral notes with time in the glass. Hitting the palate with full-bodied richness, it's an incredibly concentrated, powerful wine that has plenty of baby fat covering serious amounts of underlying structure and tannins. It has some up-front appeal from an educational standpoint, yet really needs a decade of bottle age and is going to keep for 30-40 years in cold cellars."" (March 2021)
",5,[],PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.5958729,1,260.0,"97+ Points, Wine Advocate: ""The 2017 Blanc prances out of the glass with pretty, cheerful scents of fresh green apples, lemongrass, lime leaves and white peaches plus spicy touches of fresh ginger, coriander seed and white pepper. Medium-bodied, the palate has fantastic intensity and tension, with a racy backbone cutting through the tightly knit citrus and spice layers, finishing long and mineral laced. Drink Date: 2024 - 2053."" (March 2020)
",27,[],PESSAC LEOGNAN - CHATEU SMITH HAUT LAFITTE BLANC 2017,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
5.0,0.5958729,1,225.0,"98 Points, James Suckling: ""This has a complex nose of dried apple, green mango, grapefruit zest, dried honeysuckle and crushed almonds. It's full-bodied with bright acidity and a dense, phenolic texture. Vivid and layered with fantastic precision. Very, very long. This needs time. Better from 2026."" (March 2021)
",209,[],PESSAC LEOGNAN - DOMAINE DE CHEVALIER BLANC 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,175.0,"97 Points, Jeb Dunnuck: ""The 2018 Domaine De Chevalier is a beauty. Based on 65% Cabernet Sauvignon, 30% Merlot, and the rest Petit Verdot, aged 18 months in 35% new French oak, it has a beautiful sense of elegance and purity, which is very much in the style of the vintage as well as the domaine. Blackcurrants, black cherries, cold fireplace, damp earth, tobacco, and chocolate are just some of the nuances here, and this complex, medium to full-bodied 2018 has gorgeous tannins, terrific balance, and a great finish. It has suppleness in its texture that allows it to offer pleasure even today, yet given its balance as well as purity, it deserves 5-7 years of bottle age and will keep for 30+ years. It is another brilliant wine from the team of Olivier Bernard."" (March 2021)
",170,[],PESSAC LEOGNAN - DOMAINE DE CHEVALIER ROUGE 2018,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.60144746,0,65.0,"""While the second wine of the estate, the 2019 L'Esprit De Chevalier Blanc is terrific and offers a beautiful sense of salty minerality as well as lots of citrus blossom, white flowers, and a hint of lime. It tastes like a mini-Chevalier Blanc and is medium-bodied, has bright acidity, and a great finish. It's going to keep for a decade. It's going to be a brilliant value and is the finest vintage of this cuvée I've tasted.""
94 pts, Jeb Dunnuck
",1,[],PESSAC LEOGNAN - L'ESPRIT DE CHEVALIER BLANC 2019,,France Wine,13.5,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,65.0,"""Aromas of smoky blackberries, cherries, loamy soil and smoke preface the 2019 L'Esprit de Chevalier, a medium to full-bodied, ample and charming wine that's rich but elegant, with its fleshy core of fruit framed by velvety tannins and succulent acids. Drink Date: 2021 - 2035.""
90 pts, Wine Advocate
",270,[],PESSAC LEOGNAN - L'ESPRIT DE CHEVALIER ROUGE 2019,,France Wine,13.5,,France,46.603354,1.8883335,FR,FRA
0.0,0.60144746,0,200.0,"""It might be the second wine of the vintage and has plenty of classic La Mission sexiness and opulence as well as textbook notes of sweet red and black currants, tobacco leaf, exotic spice, acacia flowers, and lead pencil. Full-bodied, round, expansive, and powerful, yet also light on its feet and flawlessly balanced, it's a stunning Pessac in its own right to enjoy over the coming 20 years or so.""
96 pts, Jeb Dunnuck
",395,[],PESSAC LEOGNAN - LA CHAPELLE DE LA MISSION HAUT BRION ROUGE,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
0.0,0.5958729,0,195.0,"92 Points, Vinous: ""The 2017 La Chapelle de La Mission Haut-Brion is aromatic, vibrant and fresh, but it has plenty of stuffing as well. Dried herbs, menthol, licorice, tobacco and cedar add pretty savory notes. Pliant, lifted and vibrant in feel, La Chappelle is an absolutely stellar second wine. Drinking Window: 2022 - 2032."" (March 2020)
",133,[],PESSAC LEOGNAN - LA CHAPELLE DE LA MISSION HAUT BRION ROUGE,,France Wine,13.0,,France,46.603354,1.8883335,FR,FRA
